loss/chi_loss	loss/tau_loss	loss/D_kl	loss/Df	loss/td_error	loss/nu_loss	loss/lmbda_loss	loss/actor_loss	loss/tau	loss/lmbda	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.003578380416113577	0.011897639596275976	0.00027967071522962274	0.0230617215018908	0.04740607472955721	-0.013220463634437431	9.794615679168665	0.06625749514804763	1.2242865744113933	1.224816329288481	56.6	13.174102497460588	1000.0	2499.0
0.004539490701556604	0.010234734551422308	0.00032954997636920006	0.021293522057426392	0.035755845988031124	-0.01364122943690853	8.464312565994254	-0.17985682917308632	1.0581138331651683	1.058637370753287	46.5	13.138142057211217	1000.0	4999.0
0.006279769932492889	0.008506730491109204	0.0006414781696085205	0.021318280525776223	0.029791332510104424	-0.014512356828912117	7.255131508254992	-0.22310968347363352	0.9084182868719107	0.9076084171295157	36.3	14.673729471542343	1000.0	7499.0
0.008837005965203764	0.0066152575425803715	0.0014882657087407845	0.019863186222549033	0.023158909547313932	-0.013409845964268254	6.164971992683397	-0.2540355170289554	0.7756732827424999	0.7714854013204568	44.8	12.494321917392277	1000.0	7499.0
0.012525170102224039	0.0043942937427200405	0.003403734737509226	0.01727337805559941	0.01766363953443266	-0.013164400911800413	5.194422161865229	-0.2727412112590046	0.6628367324590678	0.6503330759525296	38.8	11.067788755003564	1000.0	7499.0
0.01796203167418479	0.0015977919888683586	0.0072882830913893835	0.016447974936881264	0.015383208238619805	-0.012507680545213862	4.341636870861039	-0.2809963555313706	0.5806982534408569	0.5439359105825435	49.9	10.696750896605144	1000.0	7499.0
0.02413957657879151	-0.0007793545559674387	0.011336311991555752	0.014283659712409424	0.0121278662407983	-0.011744004764691502	3.6025941393852237	-0.29650586928857225	0.5759802580595016	0.451698759710789	73.3	11.702608911430596	1000.0	7499.0
0.0288604734869285	-0.001585126656400011	0.012442774000641438	0.013325691513615623	0.011255654757311839	-0.011150527605066992	2.970694317722316	-0.3038434038481258	0.6470337005376804	0.37269283580779977	95.0	10.929387804166828	1000.0	7499.0
0.033226096105652025	-0.001957645899648988	0.01266484039187444	0.012426262391849451	0.010054365565658599	-0.010498557683177548	2.435862720394137	-0.30668885995591627	0.7350545093297962	0.3057638835310928	65.2	11.59064748468689	1000.0	7499.0
0.03678997825994783	-0.0020232595513101858	0.012452539818421062	0.011513384586724188	0.00932346068332125	-0.009667573963110548	1.987709300947183	-0.31366357720669935	0.8248791423559194	0.24962163379192373	82.0	8.953984969106617	1000.0	7499.0
0.03998157894443847	-0.00194362761368632	0.012123766440551981	0.011767117787781866	0.0096054165476403	-0.008924975388877767	1.6153098811149607	-0.32015360557678846	0.9151503248453124	0.20293714065551738	82.7	12.12305263916592	1000.0	7499.0
0.042766401876302575	-0.001692608424956506	0.011693112212328683	0.011227098926589262	0.009511982264339174	-0.009170192331668693	1.3080940535545396	-0.326047324470146	1.0031277886390688	0.1644003422081469	39.5	10.155701226776658	1000.0	7499.0
0.044321133746475116	-0.0012167694418235544	0.011134498693073746	0.013639804431467926	0.01442780101786187	-0.009599132716715883	1.0563401647806179	-0.3275824197556336	1.0745827518939957	0.1327868807196617	94.9	11.684992203783308	1000.0	7499.0
0.045931289741981095	-0.0009748298228507777	0.010861064449025555	0.013523901652920006	0.014107834347084567	-0.009182766610661783	0.8509631397485737	-0.3261575310852616	1.133748281574249	0.106991428053379	92.0	12.170395075058158	1000.0	7499.0
0.04821760519617892	-0.0010768556485131937	0.010906570746656102	0.013851628224243627	0.012495265459396675	-0.00819707119381371	0.6840898471117014	-0.33585482921848614	1.1867084806919106	0.08603416332900539	109.1	9.926426123713425	1000.0	7499.0
0.050281675986369706	-0.0009758187544861918	0.010786831709901565	0.012997571579184769	0.010566479529033352	-0.008305905816510377	0.5490509071230877	-0.33989222828493854	1.2408500925540953	0.06906904495060452	65.6	11.483040561238182	1000.0	7499.0
0.05073276064524243	-0.0006771469664896809	0.010529800818495583	0.015112848989514082	0.011991371361932719	-0.00938751369272358	0.4401884174108507	-0.34118588082284285	1.2780827602863327	0.055378040333092106	86.4	12.599337829566903	1000.0	7499.0
0.051356938607421465	-0.0004319783977552699	0.010332298612369603	0.017205143081976758	0.014911639432486615	-0.009928515085358594	0.3525026183843608	-0.3453804245551124	1.2997388489246366	0.044349514210224136	56.8	13.178581371254324	1000.0	7499.0
0.05238045315505798	-0.0005595873506406863	0.010423523468854503	0.019095598665415207	0.015677441392221422	-0.009795709280345807	0.2820375558257099	-0.34393945430259165	1.3188102137088784	0.035488015407323895	107.7	6.95725737561532	1000.0	7499.0
0.05301034291042718	-0.00034502646916144045	0.010258385008655575	0.0182075415339147	0.015013416235715143	-0.009394924225684475	0.22552306411862375	-0.3455679698700329	1.3367870354175588	0.028379489865899055	74.9	13.18113209322917	1000.0	7499.0
0.05317397899494352	-0.0002896099330445852	0.010214475768613597	0.01836033872807566	0.01486669776265039	-0.008342702921299194	0.18022415332198097	-0.3486218918680266	1.350686221933364	0.022679305367916812	121.1	8.394990827862191	1000.0	7499.0
0.053045798195621933	1.0770366795486672e-05	0.009992129768240085	0.019815278156679546	0.018612209723401222	-0.010506783278316409	0.14395821914076817	-0.34877490111975606	1.3622333789348602	0.0181155071727931	62.1	12.336998061898669	1000.0	7499.0
0.05409249247680811	-0.0002911178712234689	0.010213166537541632	0.02192865489340982	0.01815213661089926	-0.009409096240569268	0.11497124193906787	-0.3504629724315279	1.3650380208492248	0.014469433897733686	71.1	14.17952671909041	1000.0	7499.0
