Steps	loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/alpha_value	loss/actor_loss	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
2499	0.10143870053887366	0.0008498772687770156	5.402800459632771	1.808388242435454	0.09670660749673834	46.4	-15.39730735757509	1000.0	2499.0	2499.0
4999	0.08736921525299568	0.0001526543494587286	259.64631564627723	98.21405700159063	0.054360135360062	23.8	-26.336659290280338	1000.0	4999.0	4999.0
7499	0.0842260957837104	9.841709930352816e-05	365.18041832422864	148.4131622314453	0.028257845260202863	195.0	2.426034968753942	1000.0	4999.0	7499.0
9999	0.08264592063128944	7.992037069299942e-05	314.1199126253937	148.4131622314453	0.014804107780568293	388.1	4.822963578838173	1000.0	4999.0	9999.0
12499	0.08153508893251415	7.580478916852257e-05	252.80024156188807	148.4131622314453	0.005433862556354132	436.6	0.49605309211199633	1000.0	4999.0	12499.0
14999	0.08094790118932721	8.252184979846729e-05	214.08111444121363	148.4131622314453	-0.0013174464285388241	275.2	1.8542907867457419	1000.0	4999.0	14999.0
17499	0.0800828033357857	8.57254115486768e-05	190.95375220874746	148.4131622314453	-0.005520721544325355	272.8	7.055130674950669	1000.0	4999.0	17499.0
19999	0.07963806226849562	8.865762187714937e-05	148.69904477318045	148.4131622314453	-0.008515176055207857	247.3	10.895882954610903	1000.0	4999.0	19999.0
22499	0.07926609054207802	8.822993324670765e-05	167.05775119112832	148.4131622314453	-0.010295999307557913	292.3	15.88266405527203	1000.0	4999.0	22499.0
24999	0.07901907303929323	8.506161035700568e-05	161.49805050691103	148.4131622314453	-0.011425515107251686	277.5	16.28203232149943	1000.0	4999.0	24999.0
27499	0.07831708949208278	8.584651515002979e-05	149.49811808082276	148.4131622314453	-0.012706179350241997	210.6	11.99109188208117	1000.0	4999.0	27499.0
29999	0.0782070676088335	8.550984064295822e-05	189.8777063553643	148.4131622314453	-0.014493292447924614	179.6	12.75452711769875	1000.0	4999.0	29999.0
32499	0.0780729102849958	8.487023256426563e-05	301.4788823174016	148.4131622314453	-0.017084195892512803	329.1	8.143383978182403	1000.0	4999.0	32499.0
34999	0.07787358301281959	8.818022406063342e-05	389.98181421025265	148.4131622314453	-0.019719875951483824	275.4	11.832139728480099	1000.0	4999.0	34999.0
37499	0.07778404463231559	9.094928006422465e-05	438.38422707521266	148.4131622314453	-0.022464823568612333	262.2	17.603486397180266	1000.0	4999.0	37499.0
39999	0.07740243133902552	8.80343072088136e-05	498.8845001857793	148.4131622314453	-0.02512812278643252	234.3	17.889825259928717	1000.0	4999.0	39999.0
42499	0.07732889381200055	9.208493636877637e-05	530.3672374111335	148.4131622314453	-0.028227545356750545	191.1	15.190183675319775	1000.0	4999.0	42499.0
44999	0.07730040211081515	9.503756765615281e-05	543.0188886739865	148.4131622314453	-0.032061654775589664	233.2	15.87759319960918	1000.0	4999.0	44999.0
47499	0.07715738450884807	9.906228361728292e-05	545.7873886311326	148.4131622314453	-0.035926475244760586	278.4	9.406716187463463	1000.0	4999.0	47499.0
49999	0.07679735547602186	0.00010468049454357025	546.8906340552625	148.4131622314453	-0.03898463181406263	225.7	12.827809713339093	1000.0	4999.0	49999.0
52499	0.07685426090955734	0.00010795702606843345	579.2312810558955	148.4131622314453	-0.04193200163394213	260.4	16.245284060047176	1000.0	4999.0	52499.0
54999	0.07657076129019282	0.0001122800311281866	528.1484339823251	148.4131622314453	-0.04477476695179936	176.3	16.185067255119343	1000.0	4999.0	54999.0
57499	0.07652734909802689	0.00011717267429545517	514.1654937860714	148.4131622314453	-0.04690428383499385	152.1	16.6381890767389	1000.0	4999.0	57499.0
59999	0.07628339104503414	0.00012124831533431049	516.6007785120318	148.4131622314453	-0.0481851514399053	147.5	20.469454559880703	1000.0	4999.0	59999.0
62499	0.07643122632950541	0.00011840707246914919	519.087381419281	148.4131622314453	-0.04928411972820749	111.8	14.19124637525183	1000.0	4999.0	62499.0
64999	0.07628901785463102	0.00012081296669971448	530.6405072391055	148.4131622314453	-0.0505383171454072	136.4	17.872575574316677	1000.0	4999.0	64999.0
67499	0.07591941637992837	0.0001249238239332942	475.8110045755215	148.4131622314453	-0.05147363034933805	145.8	18.04754583014906	1000.0	4999.0	67499.0
69999	0.07605262442529209	0.00013176533546024028	451.313685162512	148.4131622314453	-0.051738079866767026	191.9	10.080025432228274	1000.0	4999.0	69999.0
72499	0.07590122110247599	0.0001344364619736435	426.3900305681038	148.4131622314453	-0.05173034062534575	140.6	6.225784560078576	1000.0	4999.0	72499.0
74999	0.07601698449254052	0.0001365830061889854	415.9817073763378	148.4131622314453	-0.05173496269285677	72.9	9.305318037418724	1000.0	4999.0	74999.0
77499	0.07576638235598793	0.00013569078509596672	448.2260676205191	148.4131622314453	-0.05239711912423379	82.8	11.702487068225084	1000.0	4999.0	77499.0
79999	0.07568117735683924	0.0001361860390307482	408.0789135330579	148.4131622314453	-0.052697075477242526	78.2	9.402534359560887	1000.0	4999.0	79999.0
82499	0.07574546783566498	0.00013628558764785753	410.6623510566229	148.4131622314453	-0.05288208947181697	99.0	10.544077088700947	1000.0	4999.0	82499.0
84999	0.07582286621630174	0.00013799693498967665	438.08284211020344	148.4131622314453	-0.052908410406112646	136.0	12.125543399238866	1000.0	4999.0	84999.0
87499	0.0755181599631903	0.00014085399224763326	441.46558546054644	148.4131622314453	-0.05318201908022161	98.1	17.53471335740458	1000.0	4999.0	87499.0
89999	0.07547766570150838	0.00014200393279601277	419.43633624966475	148.4131622314453	-0.053863792666792844	106.5	9.414657776780246	1000.0	4999.0	89999.0
