loss/actor_loss	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.06030203499645002	36.8	19.065376006431716	1000.0	2499.0
0.05271841882616287	24.9	17.167321411528576	1000.0	4999.0
0.05103194840699432	33.8	19.47978936682147	1000.0	4999.0
0.04999560249745846	22.5	20.138960202119964	1000.0	9999.0
0.049345653782784896	25.3	10.524018370848719	1000.0	9999.0
0.04863525672703995	34.7	14.000936272444312	1000.0	9999.0
0.04806514469683166	37.4	14.138965444546017	1000.0	9999.0
0.0476994583234191	25.1	14.928890942507277	1000.0	9999.0
0.04762126616388548	34.4	17.423614384589268	1000.0	9999.0
0.04718518674224616	38.5	16.840359470212505	1000.0	9999.0
0.04685474572926761	25.7	10.61402104913068	1000.0	9999.0
0.04661959201544526	20.7	19.658360923298673	1000.0	29999.0
0.046482681205868674	49.9	16.48865372220832	1000.0	29999.0
0.046169299937784715	19.7	14.626110567266341	1000.0	34999.0
0.04611881021261217	47.5	15.488284709554643	1000.0	34999.0
0.04584037348628056	34.5	15.84747712235847	1000.0	34999.0
0.045823918867111235	19.5	15.932454324269136	1000.0	42499.0
0.04565633358806372	30.7	17.456032958033894	1000.0	42499.0
0.045566329865157545	18.7	12.72461251838001	1000.0	47499.0
0.045150417913496436	27.5	14.725311613508506	1000.0	47499.0
0.045243095053732474	15.4	16.00880561900094	1000.0	52499.0
0.04519549270421263	33.1	17.079218861021886	1000.0	52499.0
0.04506921630054715	24.3	12.374473008464891	1000.0	52499.0
0.04496427604556088	43.9	15.028647227137508	1000.0	52499.0
0.04479637860804808	24.9	15.184617444176917	1000.0	52499.0
0.04467206597626218	26.3	16.36499331278849	1000.0	52499.0
0.04471587051302192	34.9	15.352195014113502	1000.0	52499.0
0.0446429908737541	29.2	15.701694761467303	1000.0	52499.0
0.04455297601073978	50.7	21.108714617085038	1000.0	52499.0
0.04447094904780388	39.6	17.667864579829736	1000.0	52499.0
0.04441429984867572	25.9	12.30320137783255	1000.0	52499.0
0.044183386796712944	33.7	13.734093102535658	1000.0	52499.0
0.044265587712824385	33.7	15.21924853551983	1000.0	52499.0
0.04422682659476995	39.2	18.13272344411034	1000.0	52499.0
0.044073321557044985	20.3	19.041459029052312	1000.0	52499.0
0.043981561760604436	11.3	13.065139042592168	1000.0	89999.0
0.04394632328450686	43.4	17.99319963630059	1000.0	89999.0
0.043923156590014605	20.4	14.258036536127126	1000.0	89999.0
0.0438640935987234	32.3	13.592359314667908	1000.0	89999.0
0.04370781325101848	25.0	14.676925731656473	1000.0	89999.0
