loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/actor_loss	loss/mmd_loss	loss/qc_penalty	loss/lagrangian	loss/alpha_value	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.1137759028911589	0.022895113498083583	0.40352118749546834	-1.1796578084805973	0.03961719496846194	0.0019244530018035569	0.016875646718436287	0.9864161720991126	7.3	328.57327354134617	222.3	2499.0
0.08539672449231142	0.09318986375268423	0.8839011473840807	-3.0788012878417965	0.05668008343130354	0.0021076062846230336	0.12213902265727516	0.9748434484243389	41.2	308.69083929332805	157.3	2499.0
0.07752977835983055	0.20870218861535644	1.3814667907384084	-4.96073172359466	0.06152249529212712	0.005126432411838324	0.1308863575816154	1.0046965566873574	230.7	796.8670498153475	340.1	2499.0
0.0735397487387061	0.3386054852805551	2.2277019814771832	-6.602552831840524	0.06657817700803295	0.009727201910223795	0.12218387831151502	1.0395362065792075	16.6	126.16497024323317	67.0	2499.0
0.07069140293300148	0.5126603317274674	4.572460988948816	-8.299633723831159	0.08424842544198051	0.02094390818383543	0.09422460971325629	1.117899190902709	169.3	653.3608486819834	208.1	2499.0
0.06885543585419666	0.7495062698931243	9.573326136913439	-9.990499177551262	0.0874433327972889	0.038176366082578815	0.09768228001222003	1.2400595863819153	233.6	755.5486864490514	276.7	2499.0
0.06723987297564743	0.9941973167530571	17.149030825567667	-11.895269010162346	0.10599290997087948	0.0674738704410656	0.07085812884151245	1.4453181569576257	128.6	549.639647003099	163.1	2499.0
0.06628563522249452	1.2249472449724002	19.136646443155453	-13.870383681106585	0.09167125975191612	0.06753478755845525	0.05292807292723967	1.7735596741676334	134.3	462.3075607931805	144.4	2499.0
0.06508842615783206	1.4758669128279753	20.04612681764602	-15.572856042098989	0.08990697531104089	0.07314124148232917	0.053622006299996146	2.170896985864641	139.6	586.9706745874962	169.4	2499.0
0.06434838485717773	1.6263799525798401	22.18264548490824	-16.915675560379043	0.07586541170328856	0.05799184643443684	0.041127730932544695	2.6296194574356075	126.0	399.142517963071	155.5	2499.0
0.06360993880033482	1.8192516159630903	22.703542530300773	-17.687164788818304	0.06752801547795531	0.023922543960983162	0.020235197207046658	3.067460503673557	178.1	717.5625223626704	200.2	2499.0
