Steps	loss/chi_loss	loss/tau_loss	loss/D_kl	loss/Df	loss/td_error	loss/nu_loss	loss/lmbda_loss	loss/actor_loss	loss/tau	loss/lmbda	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
57499	0.18277164896411102	-0.014927838989878324	0.018502453295740642	0.055185590956658835	0.16766429949110395	-0.021598264280134328	0.026692383529990944	-0.1799976134224793	1.7566608058452626	0.014596389000862851	325.0	159.21228390786305	1000.0	2499.0	57499.0
59999	0.17899924016740906	-0.012980174996359724	0.017326242062965912	0.0550305726596846	0.17763766332830153	-0.018475708664872244	0.021285640487074802	-0.18534524397665975	1.7724355504989608	0.011654676166549308	259.2	163.93129962359274	1000.0	2499.0	59999.0
62499	0.17127297195530186	-0.007765599318557542	0.014335804571101913	0.05688183380982768	0.18366014571375433	-0.020932612920206053	0.017010104528442052	-0.18647215172100748	1.7902085610389724	0.00930162635780871	361.7	168.18591356557326	1000.0	2499.0	62499.0
64999	0.17320655523256287	-0.009854168641396405	0.015420804017333848	0.05411881902946717	0.18150003381687688	-0.018329023564779234	0.013620585378631958	-0.18356360773919722	1.817978653526305	0.007420603050477797	382.6	167.9059565064653	1000.0	2499.0	64999.0
67499	0.1667520729041512	-0.005067428675243582	0.012767803544892911	0.059889215155928203	0.2081683140789831	-0.020934582868855668	0.010860704458504889	-0.18840912903507145	1.831472553682327	0.0059202289858833	250.8	160.96368331043	1000.0	2499.0	67499.0
69999	0.16629914181402786	-0.005509564035253151	0.01296574184697533	0.05934728729453041	0.20965319536387086	-0.022021184258843373	0.008671521789394307	-0.19233422757643714	1.8577102440834043	0.0047223000025376615	312.2	156.72508269714166	1000.0	2499.0	69999.0
72499	0.16820096081869984	-0.0064575462495053415	0.013415918651942919	0.05831449297058073	0.1958649029480741	-0.020477754207745363	0.006915531406179066	-0.19366345315819763	1.8926624720573413	0.003767138334922495	373.0	167.69008735711273	1000.0	2499.0	72499.0
74999	0.17184213164076725	-0.009082651256404107	0.014744425587582755	0.06076785067771229	0.2160901629791134	-0.02143780362728846	0.005513690173067143	-0.201825396917096	1.915468651437763	0.0030047036801464882	372.0	161.3672759477756	1000.0	2499.0	74999.0
77499	0.16440913391527653	-0.004103357558519748	0.01212668529830017	0.06133305605514946	0.2213467165200934	-0.019821478648846508	0.004404715754743669	-0.20358223954586152	1.9295498989582112	0.002396455216128371	273.0	150.58858399679295	1000.0	2499.0	77499.0
79999	0.16574744387701273	-0.00631793334998709	0.013246487452138763	0.06306350154419328	0.2348824048388626	-0.022322133198867937	0.0035157491049729256	-0.20295079879975692	1.9478466973304738	0.0019110506901051849	265.9	149.7428409952557	1000.0	2499.0	79999.0
82499	0.15908031478662044	-0.0021603109629830235	0.011105874779487181	0.060345213228644945	0.24268419931225055	-0.020151818691571947	0.002810866722557699	-0.20139106069441556	1.9529892217636102	0.0015237486294470712	168.5	125.35253190028635	1000.0	2499.0	82499.0
84999	0.1607930981242291	-0.0031719197436999055	0.011610407058549923	0.058712577766924526	0.22360958535741765	-0.021145017778445865	0.002238529145065693	-0.20829904459076265	1.9722829018116008	0.0012151693807914872	266.0	147.57090499679487	1000.0	2499.0	84999.0
87499	0.15899170195443388	-0.0016895782427630232	0.010847590228439955	0.059334482452585095	0.2235475134604255	-0.017864087489405524	0.001786743717966602	-0.2074974729525168	1.994921746349336	0.0009690653573023169	206.0	139.79438303696986	1000.0	2499.0	87499.0
89999	0.15877057532433336	-0.001428580763733503	0.010709217599716127	0.06408448330496928	0.2548101898987548	-0.025754854797694432	0.0014241395701654275	-0.20884526390393057	2.0178244821548486	0.0007727451696759081	241.1	147.7606516486842	1000.0	2499.0	89999.0
92499	0.15780191470516655	-0.0010613756092701784	0.010521751373985243	0.06339184483367193	0.24904614072636677	-0.019726838933644554	0.0011362809141166512	-0.2081463494324003	2.034307834720613	0.0006162269952939826	315.9	157.72433396611632	1000.0	2499.0	92499.0
94999	0.1581420414883323	-0.0015454470227319681	0.010753543961847455	0.06504777823019409	0.26937057677924064	-0.02273186171250602	0.0009058949268655847	-0.2091312655433269	2.053991147899624	0.0004913951483555137	273.4	149.2778333743448	1000.0	2499.0	94999.0
97499	0.1567943976895556	-0.0007388042456750551	0.010358185075360257	0.06246535656615134	0.2373623910700618	-0.020669951619266793	0.0007231954904738838	-0.21344697628003811	2.0651140594482422	0.00039181311229476677	280.5	152.3852661575738	1000.0	2499.0	97499.0
99999	0.15829796882196717	-0.0019774960326444956	0.010953742902371324	0.06341543714100953	0.2524815875761948	-0.022354815549312936	0.0005760675335070121	-0.21567751283715572	2.075066513919836	0.0003124423967790787	287.3	154.9759663454629	1000.0	2499.0	99999.0
