Steps	loss/chi_loss	loss/tau_loss	loss/D_kl	loss/Df	loss/td_error	loss/nu_loss	loss/lmbda_loss	loss/actor_loss	loss/tau	loss/lmbda	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
27499	0.07295277697444812	-0.002501721632560547	0.012000880885070557	0.013412900582688002	0.012034909918169535	-0.016252564984511705	0.39202883760929125	0.17973579462478356	1.251242656278608	0.20344457955956488	19.2	4.7853627914832435	1000.0	19999.0	27499.0
29999	0.07828152061761723	-0.002652606754776806	0.011967958076654734	0.013600146970460369	0.012334765075187184	-0.015142659651381554	0.3167919240951538	0.17349462759180576	1.3468292160987874	0.16485723802447347	37.2	7.063884221521169	1000.0	19999.0	29999.0
32499	0.08448625252730516	-0.0038246369180892467	0.012626773937658502	0.013756300246984992	0.013201048206500915	-0.01392291330300928	0.25517580720782235	0.1708008265958437	1.4434254275321936	0.1331945010006428	16.6	6.343393898268404	1000.0	19999.0	32499.0
34999	0.08751548783393309	-0.003141327743740893	0.012108748614354315	0.014208413574414576	0.013885536766686697	-0.013155493079422353	0.20531083363890637	0.16751798713043745	1.4891794306755044	0.10735863672494873	22.5	8.990291303511375	1000.0	19999.0	34999.0
37499	0.09407143053009542	-0.005962141501752931	0.013937671065153113	0.01641147804143882	0.01643351289973559	-0.013399158548901814	0.16459996679425268	0.16118800369471972	1.5128740829467755	0.08636324227452276	30.2	9.183526599810895	1000.0	19999.0	37499.0
39999	0.09599046470908816	-0.0054633033623905265	0.013562006915357146	0.01683091369874138	0.016234793245073292	-0.01219161575750208	0.13206209251582635	0.16251999286236427	1.5335136353969592	0.06936262426972384	27.5	3.281547031697536	1000.0	19999.0	39999.0
42499	0.09846941017033739	-0.005173166390820007	0.013281787381152611	0.01661747141558618	0.015844815177795013	-0.011531732041520358	0.10576146897673601	0.16077836793946076	1.5778601556301106	0.05562250280827281	14.0	5.571032715421948	1000.0	42499.0	42499.0
44999	0.09832782659625239	-0.003601445157470552	0.012167162655061039	0.01773046849091085	0.0182873285628645	-0.010853961119144969	0.08471398596763612	0.15617234689694584	1.6669722418308268	0.04454956247657527	30.0	7.435303773683937	1000.0	42499.0	44999.0
47499	0.09862791115321685	-0.0020383489368919474	0.011154962894852554	0.01763969276005618	0.01692086190419065	-0.010461863961061852	0.06777880423963063	0.1549349992038102	1.7702067423820493	0.0356487270832062	41.1	9.709722150666776	1000.0	42499.0	47499.0
49999	0.0986291785950621	-0.0009848322746951448	0.010537245387764151	0.018922357333390642	0.01913061449526845	-0.011512013772701807	0.05419789702892298	0.14962017925731425	1.8360712818622618	0.028506123454868745	38.5	9.154724135874561	1000.0	42499.0	49999.0
52499	0.09887719905608958	-0.0005043068774239142	0.010269907847729078	0.0197946539457528	0.020952608278456568	-0.010708602159364129	0.04330790615826849	0.14998539485406998	1.870949293613437	0.02278175040781499	17.4	8.404358354646627	1000.0	42499.0	52499.0
54999	0.10050420372448608	-0.0005334591300244948	0.01028167061482756	0.019549960825290254	0.018774085684908032	-0.010528836698765708	0.034568607635051034	0.14657924640434297	1.8942506711959815	0.01819927325621247	19.8	3.3841699779195387	1000.0	42499.0	54999.0
57499	0.1010908568497083	-0.0007047078953243716	0.010367453114157672	0.02157165019886117	0.021220015128945544	-0.012388941121838243	0.02759568481855091	0.14438258999269832	1.91938659386635	0.014534713184833542	29.1	6.678164262568746	1000.0	42499.0	57499.0
59999	0.10059107401406758	-0.0001348632920134149	0.010070178066016115	0.022043662894325012	0.022908571018830367	-0.011144739357559824	0.022037809132039447	0.14180896115363945	1.9224257829189308	0.011603207452595243	37.9	9.42465015558065	1000.0	42499.0	59999.0
62499	0.09878398462669914	0.000195424546995764	0.009898185873132662	0.023227988659489076	0.028015250390750507	-0.012179565199594905	0.017605270328372766	0.13666678378554062	1.9185622806072213	0.00926057868637145	14.1	5.463954094620897	1000.0	42499.0	62499.0
64999	0.09960969862021395	-0.00011507443116261116	0.010060103915571397	0.02413055951866658	0.027940146526101103	-0.011951463387816282	0.014042640211805704	0.1370798851890248	1.9156018962860113	0.007389723360724738	18.9	6.946239510606832	1000.0	42499.0	64999.0
67499	0.09958388262937229	1.5468944043277666e-06	0.009999225114173317	0.025441633974107584	0.030465307772537278	-0.013319571395778003	0.01120424752831459	0.13562240450934396	1.9201820325851433	0.005896078045479952	36.6	5.849858348972707	1000.0	42499.0	67499.0
69999	0.1007351383180296	-0.00044168814793283696	0.010230033993659265	0.024749428375984445	0.030528584846340086	-0.01203117696220287	0.008932561470940716	0.13425788440826908	1.921513074541091	0.004703743221983313	34.4	8.209979991986337	1000.0	42499.0	69999.0
72499	0.10241103272058563	-0.00044122223049209867	0.010228248705870085	0.02346524557673549	0.027449292934884875	-0.01117062079847562	0.0071202265296131445	0.13240553705923305	1.9339854924678808	0.0037524039016105233	52.7	5.120409565958345	1000.0	42499.0	72499.0
74999	0.09998200063594466	0.00019289869797130428	0.009900481859195731	0.026364269142324308	0.031491708403342665	-0.01336330520538516	0.005686227972432969	0.1302646030612726	1.938257315349581	0.002992943326570097	37.5	6.01928013156385	1000.0	42499.0	74999.0
77499	0.10079635538615615	-9.078324547363075e-05	0.010046973961929813	0.02604888148967439	0.031987806466563184	-0.01293876910738753	0.004533066820725789	0.1293063151736267	1.935374185180662	0.0023870015804655837	50.0	8.662361854896423	1000.0	42499.0	77499.0
79999	0.10029742720237869	6.72814633964749e-05	0.009965273757475242	0.025741173074113746	0.03223991007388919	-0.012442846818681508	0.0036161678027361614	0.1287958032275953	1.936572491693497	0.0019037034805398439	39.0	8.655093091985805	1000.0	42499.0	79999.0
82499	0.09969282447552444	0.0001035555397002554	0.009946384291493712	0.02668591578408365	0.03550030687369664	-0.012897543637259968	0.0028847165337763775	0.12351512653053913	1.9285691777229321	0.0015181643063202498	17.7	5.981727343609058	1000.0	42499.0	82499.0
84999	0.10063151934426956	-0.00011130308155097738	0.010057774642303579	0.026902409730015717	0.03576945068230945	-0.012571915214680911	0.0022993962204083773	0.12534018255568793	1.9285504366874724	0.0012107236486859666	23.1	10.439205310957021	1000.0	42499.0	84999.0
87499	0.10084490174393669	-6.609055426642942e-05	0.010034222393518763	0.0261287277816937	0.034009401498448624	-0.01295625231065059	0.0018334784301929172	0.12406993434031742	1.9355147530078882	0.0009655141770141221	43.9	7.3357964893674295	1000.0	42499.0	87499.0
89999	0.09966971516230867	0.00012546569770838679	0.009935051983336546	0.027385355249467256	0.03623544074004826	-0.013569388621307544	0.001462963927537204	0.12153625524840866	1.9316027701854679	0.0007699068990070367	53.9	9.55875721567138	1000.0	42499.0	89999.0
92499	0.10173496109935498	-0.0002666996057519552	0.01013782485460255	0.02926357434110399	0.03610525857443452	-0.014626715452017314	0.0011653618182521294	0.11913284130333726	1.9381860198974619	0.0006139531632186844	32.3	6.77155972714585	1000.0	42499.0	92499.0
94999	0.10081123368433109	7.649147265713043e-05	0.009960646814307878	0.026791007693419976	0.03608342235013437	-0.01267877803500856	0.0009297326379222797	0.12089023612506544	1.9419881777286543	0.0004895786738372415	26.6	5.336692716998985	1000.0	42499.0	94999.0
97499	0.09935297060951948	0.00024143914794658432	0.009874993277534855	0.02938377537822984	0.04036813087093804	-0.015453788747647098	0.0007418891920940933	0.11839784638238884	1.9301643221855174	0.00039037685535149656	16.8	4.8792829160838	1000.0	42499.0	97499.0
99999	0.09904902345427254	6.61980970027341e-05	0.009965559384613121	0.02887665897942785	0.04227839258466226	-0.013297422802929032	0.0005916606805054478	0.1139961962757012	1.917078681087492	0.00031126281492179327	24.5	3.863298389934311	1000.0	42499.0	99999.0
