Steps	loss/chi_loss	loss/tau_loss	loss/D_kl	loss/Df	loss/td_error	loss/nu_loss	loss/lmbda_loss	loss/actor_loss	loss/tau	loss/lmbda	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
57499	0.16450168928588751	-0.0042827340849150575	0.012255230249185326	0.05365635187900765	0.19847777701970357	-0.020177020617954722	0.026796276437491176	-0.18257691526955794	1.897278587913513	0.014578668748959899	380.5	170.608110967288	1000.0	4999.0	57499.0
59999	0.16113439815790345	-0.0024127865555529635	0.011250192969667977	0.04983227052491949	0.1865054517713058	-0.016306997909736436	0.021438006719201826	-0.1900550277925984	1.9291741697788258	0.011637646363303078	199.0	151.1037168514009	1000.0	4999.0	59999.0
62499	0.16361717989565297	-0.0032112405397061376	0.011636662499959368	0.05389912272270222	0.19593213702237958	-0.01950837460774848	0.017073972913622854	-0.1974401714391297	1.9607960032463032	0.009288277978822626	398.4	163.34181412961252	1000.0	4999.0	62499.0
64999	0.16137914982385862	-0.0017777351281997652	0.010895112240449147	0.056477060182427326	0.20298995863095093	-0.020964271884798127	0.013638021226227268	-0.1910144064509397	1.9879636041164395	0.0074121915638446795	128.4	147.09144373522508	1000.0	4999.0	64999.0
67499	0.16279953326419874	-0.0021657493477952334	0.01107341675956719	0.05192430718741	0.1954209852630889	-0.015171342061889614	0.010888237716257583	-0.19364650967963162	2.0162334978103646	0.00591335641164333	284.9	142.76545752992973	1000.0	4999.0	67499.0
69999	0.160306596765268	-0.0011161436133607337	0.010547153388021886	0.05516462136849351	0.20049188139779237	-0.019872658770332837	0.008689511300623426	-0.2004355631384339	2.0384772229194614	0.004717453914694487	358.6	160.0635323448299	1000.0	4999.0	69999.0
72499	0.15980392579308225	-0.0009353767592077474	0.010454689245531792	0.04980383984014772	0.18205872148005378	-0.012548598165772687	0.006936620099842547	-0.20300600935306948	2.058103208160397	0.003762830551527436	398.2	166.918240171225	1000.0	4999.0	72499.0
74999	0.15943590485599596	-0.0003681371070073516	0.010178108901202068	0.056397356796828155	0.20340369899776672	-0.019805846197800698	0.005528609835542743	-0.20040905393913278	2.0698100687980663	0.003001368457078936	370.6	159.34585051439748	1000.0	4999.0	74999.0
77499	0.1624292380978056	-0.0018071473335121012	0.01086719349607588	0.05490946165416594	0.18770845001047284	-0.020411334044593058	0.004410640071984383	-0.2036015476082399	2.079481136894228	0.0023937136320397226	345.4	149.66723947934577	1000.0	4999.0	77499.0
79999	0.16285573374143783	-0.0018427056542233	0.010877025030149777	0.06418244537610264	0.21988404571082926	-0.025365604037504107	0.003511641249712547	-0.2117247896451339	2.0995966579437257	0.0019094948879908745	137.2	145.28726896820774	1000.0	4999.0	79999.0
82499	0.15989615958380057	0.00010148149922170003	0.009951877917626521	0.06154031049265746	0.22717731814176492	-0.02001911347484647	0.0028038245406001856	-0.20943620068027433	2.1074875302314795	0.0015227340741083006	398.7	154.4583008275678	1000.0	4999.0	82499.0
84999	0.15723335445798883	0.00034936931313332047	0.009834011197028269	0.054350716923229785	0.19920986481249703	-0.016755982691414293	0.0022403578664641874	-0.209485320876327	2.10257000436783	0.0012141591030638658	372.8	156.0191020530187	1000.0	4999.0	84999.0
87499	0.1585884970502616	-7.796758347876673e-05	0.010037277348284575	0.06241079091716446	0.23667421510393594	-0.024271944229843377	0.0017847435450647016	-0.2146861588736566	2.1001827025413515	0.0009682673159288245	294.5	133.5347057052598	1000.0	4999.0	87499.0
89999	0.15878813422904475	-0.0005997231953697334	0.010285607618772584	0.06418937414151002	0.25043194121569395	-0.02270500503871654	0.0014232997391838574	-0.21341396561919215	2.1021003476142903	0.0007721579219447446	194.6	146.19277508023904	1000.0	4999.0	89999.0
92499	0.15742990212618732	8.611661498530353e-05	0.009959092874581391	0.06306924714881582	0.2477033953608126	-0.02204049534600572	0.0011350180846406144	-0.21486954390432406	2.102911266803743	0.0006157272180775199	247.5	108.82164062103836	1000.0	4999.0	92499.0
94999	0.1595207961065931	-0.0013460034241950772	0.010638915461553301	0.0623842758626879	0.24056218573135787	-0.019437545933313427	0.0009047424411168333	-0.2164213768211287	2.109567050457002	0.0004910270225373107	336.5	160.5544803172639	1000.0	4999.0	94999.0
97499	0.15962791453105363	-0.0012010296377932728	0.010566358092646569	0.06380495780460892	0.24274337728008963	-0.024315868145313214	0.0007213641966925931	-0.21834536105663296	2.1216899772644044	0.0003915539689478469	384.9	170.27056859759844	1000.0	4999.0	97499.0
99999	0.15827681073895514	-1.0389110730375007e-05	0.010004961203622568	0.06574786538348441	0.24363968094633473	-0.023382403880464663	0.0005752605653018686	-0.21811063665015004	2.126494747066502	0.00031223672246560516	339.9	161.0066179899655	1000.0	4999.0	99999.0
