Steps	loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/actor_loss	loss/qc_penalty	loss/lagrangian	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
2499	0.08460925426781188	0.002221622880471955	0.2479895632244066	-0.056300542448851125	-4.738904240666809e-05	3.465472378552475e-05	487.9	193.54016964406247	1000.0	2499.0	2499.0
4999	0.06510467335879798	0.004549434361828968	0.6107096565677111	-0.1910232704073195	-5.301159201062547e-05	7.534839918622541e-05	629.5	211.4783340419435	1000.0	2499.0	4999.0
7499	0.06040452589243647	0.005320695416830915	0.8023849313741936	-0.2842548652648928	9.830883812260546e-05	0.000677030996694328	429.4	154.44748821771162	1000.0	7499.0	7499.0
9999	0.05824770926684137	0.0067446732476546855	1.1042351769106808	-0.3527972128152849	0.0017784524759233695	0.023585418924900434	210.2	159.6453024841853	1000.0	9999.0	9999.0
12499	0.05677666141688833	0.0074558155786791005	1.245678809639429	-0.41381164243221286	0.002127167991362506	0.02840725997164841	212.3	110.25188598693583	1000.0	9999.0	12499.0
14999	0.0554869417160749	0.008842682479685327	1.3918191547216006	-0.4653353836297989	0.002277945817635371	0.020304548529238624	516.0	188.47327890670874	1000.0	9999.0	14999.0
17499	0.05425189272761348	0.009471248955168703	1.3730219684487928	-0.5098847917437557	0.002214032932940203	0.021664858166946216	262.2	138.4420130120443	1000.0	9999.0	17499.0
19999	0.053804158084094396	0.010872773324937674	1.572932798392804	-0.5489873425364497	0.0025079454384238494	0.02419067660168803	255.6	130.6926842318818	1000.0	9999.0	19999.0
22499	0.05306240770071742	0.011487577160927064	1.6360163738891509	-0.5827266020536411	0.0028226645568356643	0.025505891784191465	349.3	195.12234618041592	1000.0	9999.0	22499.0
24999	0.05255899582207204	0.011448064320468226	1.6503573772190845	-0.6097951977014548	0.003105696135947895	0.02072156740742435	144.2	77.93201206625085	1000.0	24999.0	24999.0
27499	0.05178538056164979	0.011563136188032884	1.662535406417228	-0.6333891317129136	0.00335796734649557	0.024210763216218015	187.5	125.48542360282887	1000.0	24999.0	27499.0
29999	0.0515933845967053	0.012437862319942511	1.612795916673258	-0.6542166557073594	0.003357975992906683	0.022655555914574136	163.4	128.44206455976496	1000.0	24999.0	29999.0
32499	0.05135525892674933	0.013154369890931035	1.6237475378000124	-0.6706536781311043	0.003218379320913324	0.01997469333737503	429.2	217.98068279012787	1000.0	24999.0	32499.0
34999	0.05094492840319864	0.012998209438209646	1.596903645989467	-0.686504169654845	0.0035291437819857945	0.018969355101935415	339.1	183.4348183901487	1000.0	24999.0	34999.0
37499	0.050544086503982566	0.014320312636996166	1.8616419195529332	-0.7039594746351254	0.0036005454238139524	0.02019233577991714	189.3	148.30651710288086	1000.0	24999.0	37499.0
39999	0.050487245315313276	0.013729190060026859	1.914740325401	-0.7187268112659446	0.003555806222145916	0.018681594840572528	133.2	84.86712675662754	1000.0	39999.0	39999.0
42499	0.05021450807154179	0.014321418185987644	2.200585573454721	-0.7333508673906333	0.0036750745776777827	0.02042591700901868	193.8	129.55098633684162	1000.0	39999.0	42499.0
44999	0.04979656089097266	0.01405191274465428	2.359614649977584	-0.7442393718957915	0.0038346058782191576	0.01639462136014665	340.2	190.55681645858377	1000.0	39999.0	44999.0
47499	0.04955646933317181	0.014363745929280396	2.509204026082156	-0.7562314755201333	0.004020402317711535	0.01889139645239647	231.0	127.0172619509738	1000.0	39999.0	47499.0
49999	0.04949587300270793	0.013226240598012405	2.4604269078006027	-0.7631473443984974	0.004332197368600073	0.018147728142611473	210.0	145.69073323624713	1000.0	39999.0	49999.0
52499	0.049277214136719816	0.013668998061722566	2.6520642344754704	-0.7708661545753475	0.004724981026396048	0.02023888629970925	138.5	102.91826508941222	1000.0	39999.0	52499.0
54999	0.04903401969969262	0.014018402691896305	3.044431383409716	-0.7768274593353247	0.005051286111162146	0.021388253001373984	226.8	128.75667650932357	1000.0	39999.0	54999.0
57499	0.04924812774211169	0.014608830541887502	3.02981452977127	-0.781974614071847	0.005033312806648968	0.021815757996949077	185.1	117.62823646749834	1000.0	39999.0	57499.0
59999	0.04895335484296084	0.013423831445125729	2.7480446732495523	-0.7871641126632702	0.004697987969977257	0.0172681670071684	82.1	69.50996622382435	1000.0	59999.0	59999.0
62499	0.04864519190043215	0.013394233500612591	2.624749485558071	-0.7925343768835065	0.005248354488573854	0.01888606434732869	283.5	178.2594000270862	1000.0	59999.0	62499.0
64999	0.04874975070953378	0.013054396042257277	2.6563566002116628	-0.7966660995721833	0.00514075548672576	0.01794128610796711	270.3	146.55354059445253	1000.0	59999.0	64999.0
67499	0.04856462805569166	0.013444386447846806	2.5637512483403073	-0.8002518669843689	0.005145930702406243	0.014418500730944092	236.8	138.56466281812507	1000.0	59999.0	67499.0
69999	0.048309618251025616	0.013097423574909263	2.758958707228488	-0.8042447279214874	0.004657951649020375	0.013414811772655674	134.9	97.1798016871104	1000.0	59999.0	69999.0
72499	0.04813288066983225	0.013151308885251007	2.715031699876729	-0.8077016530036921	0.0044004914399581145	0.012334414788392131	177.2	124.50893684209939	1000.0	59999.0	72499.0
74999	0.04796061067432165	0.0142086358280385	3.043033237708253	-0.8101846908569343	0.004643832391704792	0.012733807797125211	153.6	109.18998453350036	1000.0	59999.0	74999.0
77499	0.048171159556508046	0.012590931136004272	3.102795359904326	-0.8114294222116474	0.005421297010960487	0.014893640703855357	166.2	81.55831172351593	1000.0	59999.0	77499.0
79999	0.048108339081704636	0.013104177987657211	3.3330316785770484	-0.813695189332961	0.004681101173538085	0.013030272513601553	142.2	86.46954347578105	1000.0	59999.0	79999.0
