loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/alpha_value	loss/actor_loss	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.06478101630806933	0.0007408030282380874	1207.2346845209374	100.95035747318275	0.24165260062664742	42.5	-0.11808986500514836	1000.0	2499.0
0.05591554381549348	0.00013820043957064938	1781.6474262927763	148.4131622314453	0.201723448044061	27.0	0.4873163717772403	1000.0	4999.0
0.05375208141356704	8.69170324536275e-05	1780.3202898462487	148.4131622314453	0.1635384646236897	125.8	0.0331352759229137	1000.0	4999.0
0.05250274347513921	5.771570991335733e-05	1773.2280419106282	148.4131622314453	0.12681140028536317	51.2	-0.21569503851267824	1000.0	4999.0
0.05174661524891851	4.141932197145432e-05	1744.015867241658	148.4131622314453	0.08446514104008672	46.3	6.903280556024597	1000.0	4999.0
0.05099971190691003	3.6385010403494606e-05	1769.1711624556995	148.4131622314453	0.04751728915944694	70.8	21.825888857744104	1000.0	4999.0
0.050664029985666235	3.350820810139204e-05	1759.684496320018	148.4131622314453	0.018504514820501236	54.1	23.326909655237394	1000.0	4999.0
0.05021848466396331	3.9196451280249784e-05	1761.3149030361626	148.4131622314453	-0.005537857776484455	83.6	23.548972676652912	1000.0	4999.0
0.049835445864498645	5.0734842880830344e-05	1774.7686675793625	148.4131622314453	-0.026668618442863227	53.8	23.928283326308545	1000.0	4999.0
0.0496223565176129	5.26375855849116e-05	1784.6862556099256	148.4131622314453	-0.045275261182338024	59.1	22.592679768414257	1000.0	4999.0
0.0493648360490799	5.817288642719084e-05	1756.6740385469118	148.4131622314453	-0.061731954587995914	46.8	22.944823978363544	1000.0	4999.0
0.04908746901750553	6.185695047863121e-05	1778.0953878493333	148.4131622314453	-0.07657644237279906	82.3	3.9666653392001177	1000.0	4999.0
0.048844786000251744	6.600131798005335e-05	1805.1115489229528	148.4131622314453	-0.0879919455468656	103.5	5.119001623354624	1000.0	4999.0
0.0485947625502945	7.192562381287362e-05	1807.1819719682117	148.4131622314453	-0.09699940176308126	46.9	22.97997466499495	1000.0	4999.0
0.048495362636446916	7.74519369288908e-05	1816.1025753431293	148.4131622314453	-0.10412666691243642	47.6	24.10582703430131	1000.0	4999.0
0.04837321629971272	7.989870811302254e-05	1812.9436648182416	148.4131622314453	-0.10955541247427454	28.2	22.99695450612698	1000.0	4999.0
0.048119814263284204	8.638078394405106e-05	1820.9822552752541	148.4131622314453	-0.11399124290943129	39.8	24.48457566965566	1000.0	4999.0
0.04788769689500337	9.151859136828634e-05	1827.6248080833416	148.4131622314453	-0.11851487134993079	32.7	20.76324040425235	1000.0	4999.0
0.047857171185314726	0.00010177203866252143	1831.3249959332622	148.4131622314453	-0.12292182773351658	34.6	23.548606924811626	1000.0	4999.0
0.04768213175088152	0.00010418596350420591	1841.5599372839051	148.4131622314453	-0.1261425243973734	43.2	22.358937657238197	1000.0	4999.0
0.047643811267614376	0.00011014147298818313	1851.46076360019	148.4131622314453	-0.12751056390702722	33.4	19.905874631188507	1000.0	4999.0
0.04737412294000377	0.00011493087919534897	1863.479660292989	148.4131622314453	-0.12876973279118561	37.1	23.90392617194192	1000.0	4999.0
0.04724319713711728	0.000119952508146645	1871.852710354429	148.4131622314453	-0.13041658667027903	65.2	21.854326032033836	1000.0	4999.0
0.0471968163400887	0.00012504990848178732	1881.7520137966644	148.4131622314453	-0.13079569791853443	50.8	23.25507672108821	1000.0	4999.0
0.04699959512501961	0.00012122787268081326	1898.8612614251374	148.4131622314453	-0.1318134962171317	60.8	9.249510410443108	1000.0	4999.0
0.04674874392300838	0.00012401172101236533	1902.1251395443533	148.4131622314453	-0.13108144324719925	59.9	15.092314123083678	1000.0	4999.0
0.04678920136988146	0.00012227604680208135	1910.426789171458	148.4131622314453	-0.1298239763587713	40.1	23.47993704239605	1000.0	4999.0
0.04664408442378041	0.0001246434409115295	1924.0049944845796	148.4131622314453	-0.129447943651676	55.6	21.49392838618291	1000.0	4999.0
0.04664219291061153	0.00012490354233579348	1944.711818150602	148.4131622314453	-0.1301922440201046	21.9	20.25469876206032	1000.0	72499.0
0.046353939814865575	0.0001252390874899262	1936.2987756582536	148.4131622314453	-0.13133496369123449	40.1	23.035475831798415	1000.0	72499.0
0.04634869776368145	0.00012335440845971624	1947.8382504753085	148.4131622314453	-0.13172651954889306	45.9	23.612941369583165	1000.0	72499.0
0.04617425722032784	0.00012083506649793225	1954.7207959586037	148.4131622314453	-0.13140845556557132	45.3	22.41789208912163	1000.0	72499.0
0.04625318382382388	0.00012609566586342509	1947.1517026909478	148.4131622314453	-0.13113089708685866	20.3	22.655798938566274	1000.0	82499.0
0.04604923760592933	0.00012361198473682423	1963.678378418264	148.4131622314453	-0.13137365669012072	24.2	20.705784938237837	1000.0	82499.0
0.046003278078138816	0.00011999981070968931	1961.8139270705997	148.4131622314453	-0.13201727321743967	55.8	17.830489667293328	1000.0	82499.0
0.045809599594771815	0.00012780707456518393	1959.1153047064133	148.4131622314453	-0.1306372598439459	103.3	18.581426882547394	1000.0	82499.0
0.04573275379389525	0.000129601777981811	1953.7737880446452	148.4131622314453	-0.12994453306198134	60.1	14.777301051674744	1000.0	82499.0
0.04572901111692197	0.00013071110703994124	1952.7857966018664	148.4131622314453	-0.12994763292968267	105.9	11.455688201661363	1000.0	82499.0
0.0457007766529918	0.00013259444145930472	1959.53889037562	148.4131622314453	-0.13067590992748754	122.5	7.080046768366303	1000.0	82499.0
0.045609311616420754	0.0001329704952724047	1961.786609126685	148.4131622314453	-0.13139890397191037	64.6	20.311872360470662	1000.0	82499.0
