loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/actor_loss	loss/qc_penalty	loss/lagrangian	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.06421978740096085	0.0009713630147851452	0.12008140957230579	0.24278111197352406	-5.004338931361625e-05	6.245092111937383e-06	34.8	21.81639852779914	1000.0	2499.0
0.05579951639324425	0.000263655355224436	0.13454663411530118	0.2081557961821558	-9.129428311430276e-05	1.1560628116968993e-05	32.5	20.937029188675986	1000.0	4999.0
0.053700563968718036	0.00022596841486295196	0.16013760363672733	0.1730826598346231	-0.00011413405151322984	1.4463139438875324e-05	52.9	20.24066482958905	1000.0	4999.0
0.05247264561504132	0.00019343368063025725	0.18612027935504513	0.13770019044280088	-0.00012181868105728876	1.5359892826795724e-05	37.6	21.827262481583578	1000.0	4999.0
0.05162249878644942	0.00016819698637236707	0.20470508745007912	0.10516294579803939	-0.0001245288828683612	1.5576532541863832e-05	38.2	21.961193354224278	1000.0	4999.0
0.0509649826169014	0.00015826698733206081	0.21542948411447074	0.07633216924220305	-0.0001343557136285312	1.661232321600893e-05	52.6	22.045323436934	1000.0	4999.0
0.05073770583271988	0.00015799631313598964	0.2238068261687495	0.05125974971055985	-0.00014640245859962994	1.781503608988828e-05	48.4	22.68485002220892	1000.0	4999.0
0.050290092112124	0.0001477950405505753	0.2294636483691752	0.030043249904736783	-0.0001592873687842367	1.8981711683134276e-05	48.0	22.70227862963364	1000.0	4999.0
0.0500628026977181	0.00014621647199297596	0.23297574869464324	0.011603934885538156	-0.00017336845192903656	2.0159066936349754e-05	51.0	22.6865029976697	1000.0	4999.0
0.04959176424741739	0.00014776528484072512	0.2352181071144666	-0.004393288489241968	-0.00018945014518869166	2.1512697851976113e-05	43.2	20.15122005411494	1000.0	4999.0
0.04942129267305143	0.00015410528457304696	0.23902841041151937	-0.018218593949731424	-0.00019697970825777652	2.187080296461092e-05	46.9	21.072952403198542	1000.0	4999.0
0.04932539456337693	0.00016148124804120058	0.24318995333017457	-0.030364433819800633	-0.00022296373243968905	2.420965386751418e-05	55.4	21.69121919690476	1000.0	4999.0
0.04881053385436531	0.0001725598877781668	0.23945235027907066	-0.04060592973828319	-0.000228348731001142	2.429821510377294e-05	42.7	20.260296976221415	1000.0	4999.0
0.04883724955320359	0.00017779138821787094	0.24404045707485947	-0.04964148610830296	-0.00024239013202483764	2.5316750007641834e-05	28.9	20.44580589350981	1000.0	34999.0
0.04852804765254262	0.00018250967408862582	0.25000388079491737	-0.05719931112974877	-0.0002562506065890823	2.6276861650745834e-05	51.4	22.476765955345414	1000.0	34999.0
