loss/chi_loss	loss/tau_loss	loss/D_kl	loss/Df	loss/td_error	loss/nu_loss	loss/lmbda_loss	loss/actor_loss	loss/tau	loss/lmbda	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.045520286882038075	0.008092793201927144	0.0035773766978707436	0.14534918979571534	0.19274008840302373	0.04351955212595811	2.3940361596107493	1.248231584746062	1.2567575227737438	1.224995174551011	5.0	174.95043928397595	126.0	2499.0
0.0690873741901044	0.0033825747387632725	0.007085001027121885	0.11996659183723198	0.14920489607223084	0.042598845582161364	2.0453693319797566	0.8821763240263223	1.148164918708803	1.0593633709192318	6.5	249.01359981746316	179.3	2499.0
0.09826842063883648	-0.004100937026936206	0.013677996341278522	0.10005883586536997	0.12933845376563252	0.04753589015998502	1.7305124569416037	0.7724905262932639	1.115305687427521	0.9090077018976209	4.3	326.11072591708404	231.2	7499.0
0.12247375030649173	-0.007128236488541013	0.016254630204759223	0.08403697376265121	0.12681342969332832	0.05201275091347183	1.4518288013935106	0.7195106850295714	1.1377977241516082	0.7734945069074636	11.3	339.5455480760795	236.5	7499.0
0.14417300399528768	-0.009902293279301382	0.01806088135017064	0.0720084455602493	0.15088590834534277	0.05990547897555886	1.2107535853385933	0.677548734433967	1.226346870088575	0.6526854432344428	32.4	345.4410170475505	234.3	7499.0
0.17543780101294215	-0.017095200788788525	0.022861511938844697	0.0635710067618282	0.16436286479881668	0.06891108357279145	0.9985044794797859	0.6666846303878621	1.33247388148308	0.5465709448337548	4.9	333.82164697633283	235.4	7499.0
0.1937762896314316	-0.018049844680353994	0.022790909187640505	0.05889914108322225	0.2099668873401798	0.0761587177352521	0.8204123793363575	0.6498007570748349	1.4107237200260172	0.45440350503921506	0.0	320.63857432351415	220.1	17499.0
0.22287944826878908	-0.026814945351704936	0.027757630529926743	0.057947398333404024	0.263217233127538	0.08322981344090472	0.6691939869284641	0.6415843262948623	1.5089421569824202	0.375384754240512	26.3	347.0770568293625	235.4	17499.0
0.2332656761979275	-0.024852504995465267	0.025935264013480792	0.05871827453462771	0.3480116509870149	0.08640099135236678	0.5442567972183227	0.6286479098169059	1.5601428075313613	0.3083276669979096	11.8	536.305098418246	428.4	17499.0
0.2448728474874774	-0.026369003066793063	0.02580721687643894	0.06195640864691575	0.43455294606301026	0.09428811305008818	0.4421659947693353	0.6132438053678744	1.666835059261321	0.2519029416620728	7.6	340.1935076874723	235.6	17499.0
0.2543352816289985	-0.02525617545209824	0.024180469431117922	0.06429189706727227	0.5146001403282645	0.09562166627260173	0.3574600590825089	0.6081090971313833	1.783579921960833	0.20496235392093679	10.4	406.508747257858	283.6	17499.0
0.2632754715449486	-0.024153175856545566	0.022429733848326427	0.06985761521226705	0.573068520230858	0.10193953626253076	0.2883169359564781	0.6053996959502677	1.9462036166667929	0.1661346317052838	18.6	373.62686512136605	250.5	17499.0
0.2693315728099142	-0.021759561701305254	0.020231082944649852	0.07506021942237784	0.6253665389375019	0.10467967861382413	0.23228188661336924	0.6007440117173627	2.1309569506645243	0.13425826251804807	76.9	529.3474485980388	338.4	17499.0
0.26889932177188275	-0.017669591520540404	0.017669402455096163	0.07854219378245615	0.7148831836884981	0.10479902854767785	0.18718606656193773	0.5937522281876162	2.3107037490844697	0.10820861038267619	1.4	433.65436971287215	312.2	17499.0
0.2664488242197512	-0.01339298013192603	0.015386285728621987	0.08284733068739546	0.8029873153594096	0.10732333223720485	0.1507283760190009	0.5796110454295796	2.4916425483703635	0.08700805830061427	8.1	244.12078555771097	166.8	17499.0
0.27262121841753895	-0.011335196082002959	0.014233286481717835	0.08956357762776601	0.8427545790425736	0.11091679642171795	0.12066497455239272	0.5815947649316405	2.6790988342285194	0.06986575927883389	42.4	152.7366343908722	89.7	17499.0
0.2701859192725959	-0.007580138830429499	0.012664200207706927	0.08873176458787424	0.8621199699396154	0.11461867845778305	0.09688000525236123	0.5749205981399587	2.8469441507339526	0.05602404125630852	0.0	320.9010965188438	217.6	42499.0
0.26781933320578355	-0.004337080700264732	0.011454415827278621	0.09130391015305112	0.9064822682794251	0.11325997391294212	0.07767185653746123	0.5649159927114387	2.9916237289428738	0.044869860288500776	12.6	340.57552831588526	227.3	42499.0
0.2750903192927234	-0.003758553357043548	0.011209845427058617	0.09138711374228778	0.8855652221122122	0.11918636024969827	0.061912315763533156	0.5682813888019249	3.117952943801884	0.035910205775499394	24.1	296.15581864479196	197.0	42499.0
0.2658277636565547	-0.0006747048190037339	0.01021210498117446	0.09361663982840324	0.9738865949616026	0.11219105279284282	0.04975554781854159	0.5513167766148109	3.1859806879043537	0.028710764990001914	35.7	100.15256397262996	57.3	42499.0
0.26698745282621966	-0.0006962866062240439	0.010216741864533793	0.1002548701625206	1.0353738674618842	0.11291559199952991	0.03974112648069857	0.547134931786077	3.2162332454681346	0.02294262162745001	0.0	303.01118251841916	213.3	42499.0
0.2713473984887015	-0.0007228570798432223	0.010222713440006422	0.10177730619738426	1.017297971667714	0.11635965343083096	0.03167006403878333	0.5467870736364031	3.2504521792411825	0.01833073275759814	21.6	306.9203379466585	210.7	42499.0
0.2703849330538938	-0.000613062228681087	0.010187301733225332	0.10632285033648908	1.0610373600735856	0.11120939113318178	0.025309435479342963	0.5409011188746955	3.2745229150772093	0.014638631933927523	52.6	236.65992266586065	143.4	42499.0
0.26828922732943367	0.00011409457934123567	0.009965269167851416	0.10629129784963487	1.0849741804321436	0.11112586262835336	0.0202277208279818	0.5328430529831807	3.2786413513183605	0.011685298502072693	13.4	285.5977149769736	191.9	42499.0
0.2695193966873352	-9.514888301469004e-05	0.010029017839629981	0.11196184268134779	1.1649762592591506	0.10576662753986751	0.016127712514996513	0.5261330099866973	3.288376829147338	0.009327284952253104	12.5	200.59482115409327	138.6	42499.0
0.2697141333750791	-0.00022651840939499814	0.010068959680036477	0.10868648983649046	1.1695490314995916	0.1155514772620507	0.012871148519590491	0.5214618545743382	3.286773727226261	0.007442411346919841	17.7	64.95003360387284	39.6	42499.0
0.2666477522064858	0.00045640710682328105	0.009860911304306143	0.1092797291209336	1.18427624911012	0.1100155113675939	0.010286812033131726	0.5157387595895543	3.2798211186409	0.005937723087891934	17.5	61.52695816203051	37.5	42499.0
0.27066929729360684	-0.0004123693033431658	0.010125821954514513	0.11330139870649356	1.1412566226290384	0.11246432276927945	0.008187706808559604	0.5186848240495453	3.2776437120437536	0.004737044783681642	17.3	62.43719647094091	38.2	42499.0
0.28001828334951456	-0.007371736341578845	0.01223663806968475	0.11354136801961572	1.1718232117374159	0.10967659593932032	0.006511633583903311	0.5066379211871319	3.281961570739749	0.003778830414172266	0.0	313.79897969102853	222.8	42499.0
0.2732625008434075	-0.0006672873276973385	0.01020225189576844	0.1150905573999078	1.1311757131349713	0.11124413097420924	0.005218082864768808	0.5089939919006314	3.29942026453019	0.0030237018927931824	0.0	310.73060397883086	219.3	42499.0
0.268067374839974	0.0004470056673061893	0.009864507970653837	0.11561184726605989	1.2140630036976738	0.11059141326240568	0.004178757703956227	0.5014565495812761	3.299083695697789	0.0024144034732133195	3.9	355.1337028568538	258.1	42499.0
0.2692319238551493	0.00016849594586019586	0.009948911413706431	0.11707741374236018	1.1954809212993782	0.10728869805455317	0.0033308929127641015	0.49663890021395984	3.2973345827102585	0.0019257465702481572	22.0	118.01550384522592	73.9	42499.0
0.26299988294634485	0.0011188841208146871	0.009659137965461723	0.11675525075286824	1.2918751441529315	0.10617940888816772	0.0026650861295871467	0.483187817013779	3.284189320659641	0.0015356122262775846	17.2	61.57934764818163	37.6	42499.0
0.2679394112547069	-0.0003538242074899245	0.010108184053530025	0.12239981304203428	1.2698669891553247	0.10593040611076034	0.0021199478250928157	0.4849440153451919	3.267265016460418	0.0012245600151363774	20.3	578.3827763953174	410.0	42499.0
