loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/actor_loss	loss/mmd_loss	loss/qc_penalty	loss/lagrangian	loss/alpha_value	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.11347571957111363	0.0219435644860656	0.41035917371144	-1.0937214243181068	0.03976348240301015	0.0019768118859053068	0.016540283621702203	0.98670841984749	73.9	403.0216137865406	232.4	2499.0
0.08543925474882128	0.08562683594243015	0.8547217492745517	-2.988689489269258	0.05313827291578059	0.002303356931405143	0.12772693107128147	0.9737635996580127	257.4	763.9888577264153	387.4	2499.0
0.07796620910167669	0.18838835201643472	1.5262399840701903	-4.786196685791017	0.05906315122842781	0.005446730760345239	0.11186165645718571	0.9918424092292775	83.5	524.6446517406941	282.9	2499.0
0.07383860808908925	0.32465645578482977	2.749589484645839	-6.458985136413571	0.06685926765650488	0.011648369910567972	0.11971572656631488	1.0243652673721289	90.6	393.0960248460484	142.1	2499.0
0.07096741497665625	0.49402547212944053	4.215837665292869	-8.091059685516363	0.07608985319733629	0.018035329994373003	0.10759899969846004	1.0856771052360534	147.8	619.4740241969592	181.4	2499.0
0.0689080817386509	0.7143077021556664	7.109240722539847	-9.69062001152038	0.08132917488813408	0.030714206727687238	0.11963438711315383	1.1756556962490077	45.8	141.93832668388518	72.0	14999.0
0.06749239754378802	0.9531442653568954	11.073911113381932	-11.478726314926156	0.0998198730200529	0.04558405570741736	0.1047755119245499	1.3280364548206351	146.4	543.3415441932849	164.0	14999.0
0.06631284133940946	1.3061658192758232	15.983477290674754	-13.538975963592522	0.10691042471528048	0.06066068712300051	0.07418859995703678	1.6393087874412553	144.5	616.0088774512383	176.3	14999.0
0.06515536156594778	1.4532247221684993	15.927353828258722	-15.222334082412708	0.08745307454466816	0.0527470746505453	0.05050298411729705	2.041371870088576	192.1	667.8065329470443	210.3	14999.0
0.06452489998191605	1.5954585322388595	18.299291794773364	-16.268829931259173	0.07506727764904497	0.04920288243291315	0.04673374256986215	2.4000522608756953	146.5	594.2255573234087	172.0	14999.0
0.06382881228327762	1.729675568801065	22.742602837311527	-17.23095080795289	0.06887556309401988	0.052977798794166135	0.038992345712664085	2.778201769256592	124.8	548.5584716715562	165.9	14999.0
0.06297791648060093	1.7711770872651877	36.794897844862746	-17.939395456695554	0.06369150344282398	0.04001112148459191	0.028090589133396737	3.1236478558540366	146.3	600.6620937942325	175.8	14999.0
0.06281477645784611	1.84862868446764	36.308656018937825	-18.35002716369629	0.05934453080147489	0.014242358723087956	0.011396133622846	3.424780347537999	147.9	650.6520116637796	187.7	14999.0
0.06204447325319053	1.8049947839896705	32.64697060379267	-18.543344068908684	0.05430829001814132	0.0004485026163441948	0.0023740393844168517	3.6327746486663828	181.5	823.9830457370495	217.4	14999.0
0.06164443898499011	1.8963913378294026	27.95482073035371	-18.606563600158673	0.05303438146114342	0.009032275506298986	0.010528792138980137	3.7428626269340475	165.2	678.9920935384631	200.5	14999.0
0.06136941987276068	2.0824761816478725	26.69384633822748	-18.9536949127197	0.05713129254430526	0.01893001293872725	0.019852637373926972	3.934186725139617	336.6	1234.8012763071115	371.4	14999.0
0.06095216079950333	2.1247528557602924	21.5608272557463	-19.358487060546896	0.053819621576368826	0.018345254229279195	0.020694151149365115	4.177218955802921	283.9	857.9918275551406	317.4	14999.0
0.06076127277612692	2.0002685202585684	18.6557114959239	-19.340602426910415	0.04822015766948463	0.02274848448538466	0.02258886715998371	4.218317881011962	219.0	868.8843515567198	240.9	14999.0
0.060240999211370924	1.8901965621477528	18.618924588015517	-19.041913461303686	0.045640535190701534	0.023591563532316992	0.022303448894136286	4.073934652423845	336.5	1019.4762106066072	367.3	14999.0
0.05997991805076606	1.84367878822706	19.371758520088072	-18.7869094390869	0.046891845552623206	0.018846253445239634	0.018093279092697256	3.910586104488367	192.5	866.3677675611319	227.0	14999.0
0.059696947294473675	1.9050052031045843	22.156374918751144	-18.698151205444393	0.04869935706853871	0.019232608415909975	0.01733064008958979	3.831938276958466	167.1	739.176866282968	203.4	14999.0
0.05947061657756566	1.9219266605237306	25.25488778496087	-18.74376862411497	0.05042237809002402	0.014087886528620324	0.013386477773747294	3.8194831805229192	170.5	674.4817464892277	195.3	14999.0
0.05925229144245379	1.8610249078062941	27.46489728865528	-18.795067475891106	0.05065297660082577	0.012105993213045388	0.011261975480460972	3.8458986653327916	177.9	692.8621472158178	192.0	14999.0
0.05916363227218387	1.8868500715590846	33.38045547037479	-18.802025186157188	0.05001926420330997	0.023099988496441078	0.018522667610327812	3.85047429533005	173.1	663.8627288328346	209.9	14999.0
0.05888642382621767	1.8939401036365189	35.60368939901418	-18.943620983123765	0.051009990693628736	0.02620914145110645	0.020829209737427218	3.8840738634109497	133.1	540.2628504248244	168.7	14999.0
