Steps	loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/actor_loss	loss/qc_penalty	loss/lagrangian	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
34999	0.07798221426904191	0.00021124867473391474	0.6448228142417105	-0.01585587729327383	-8.132296681632168e-05	5.075960640496649e-05	62.2	10.672870801737668	1000.0	32499.0	34999.0
37499	0.07772185579240308	0.00021710605709757743	0.6265631244613895	-0.018179712751507753	-8.664755858173848e-05	4.9052771368059966e-05	78.9	9.210436499331555	1000.0	32499.0	37499.0
39999	0.07749225973635904	0.00022515533278601272	0.6144039564853193	-0.01985824220068747	-9.27951740433399e-05	4.836896690412685e-05	58.5	7.424257806107779	1000.0	32499.0	39999.0
42499	0.07736092490553848	0.00023340732190479694	0.614656585482316	-0.02159493559040126	-0.0001022708268698351	4.948672131669128e-05	48.4	10.060234710567492	1000.0	32499.0	42499.0
44999	0.07716150473058221	0.0002403358236382471	0.6108930698665946	-0.02277908482626077	-0.00010668797167293192	4.803753932656602e-05	37.1	7.089086296219833	1000.0	32499.0	44999.0
47499	0.07711933865696187	0.00023304076082176969	0.6107825782632166	-0.02421828977279364	-0.0001140257655562152	4.829160287641806e-05	29.0	8.715881288525148	1000.0	32499.0	47499.0
49999	0.07693327012658106	0.0002379620258800973	0.6088670156724061	-0.025270384385436814	-0.00011962797647312795	4.7825967331896744e-05	25.8	5.720601047996243	1000.0	32499.0	49999.0
52499	0.0768617017671467	0.00024375129066303282	0.601759956626709	-0.026262273238599376	-0.00012690655847968628	4.788466491164052e-05	55.8	9.35861262505465	1000.0	32499.0	52499.0
54999	0.07676044466048469	0.00024293585600252055	0.600242705764719	-0.02709524470120668	-0.00013738098861326746	4.945793929101679e-05	33.7	7.3489159404908415	1000.0	32499.0	54999.0
57499	0.07674237625002855	0.0002462762559139731	0.5945484040230072	-0.02776733848601581	-0.0001381917304976921	4.773001874196733e-05	35.9	10.999325662577734	1000.0	32499.0	57499.0
59999	0.07650775646418319	0.0002472575702344196	0.6060478158359729	-0.028572220651805376	-0.00014041577770849414	4.6653991128300765e-05	56.7	10.632140611062265	1000.0	32499.0	59999.0
62499	0.0763694375917315	0.0002532301278722382	0.6097556913198021	-0.0293684172675014	-0.00014952398026845222	4.817648631911886e-05	31.1	8.216053199600442	1000.0	32499.0	62499.0
64999	0.07643737303316586	0.00025263259607832307	0.6141077190390511	-0.029922753997892126	-0.000158886859359609	4.988653473498059e-05	25.0	6.506222753451262	1000.0	32499.0	64999.0
67499	0.07604545446932331	0.00025617183339684066	0.6274037789475883	-0.03070083721503614	-0.00016268654033100647	4.9909105440751466e-05	44.8	8.046805933221789	1000.0	32499.0	67499.0
69999	0.0762305662497879	0.0002545557320654685	0.6277040685785106	-0.03121338849216699	-0.00016875755466946895	5.069432831440545e-05	37.6	8.241264546463972	1000.0	32499.0	69999.0
72499	0.07610287437140953	0.0002526717715515184	0.6373821103755029	-0.03212295730188488	-0.00017854623549876556	5.262383893511925e-05	46.6	9.886028532591492	1000.0	32499.0	72499.0
74999	0.07591495176404713	0.00025540642315103696	0.6407340392842494	-0.032714985369145855	-0.0001817197705172505	5.25089661542513e-05	49.2	8.158866147568489	1000.0	32499.0	74999.0
77499	0.07594642476290464	0.000256761818184925	0.6499520998337476	-0.03336746726110571	-0.00017847408526922674	5.079183398584064e-05	29.2	7.509728732153096	1000.0	32499.0	77499.0
79999	0.07586272941529744	0.00025825669766515146	0.6522200923909434	-0.03422198588177563	-0.0001945244949124113	5.459081574463198e-05	41.7	6.766929165557476	1000.0	32499.0	79999.0
82499	0.0758229003772137	0.0002598660605002944	0.6661350131000657	-0.03486612914800643	-0.0002034640579879236	5.628390222431386e-05	31.4	9.384784786544762	1000.0	32499.0	82499.0
84999	0.07551268393993374	0.0002555781429181656	0.6636273486460876	-0.03565057799667116	-0.00019717455164316113	5.374409060594865e-05	59.0	8.40161014833647	1000.0	32499.0	84999.0
87499	0.07552186693102092	0.00025944777524867466	0.6818711846026164	-0.036557660061121044	-0.00020752457063495053	5.599051500317389e-05	59.9	8.685044182394416	1000.0	32499.0	87499.0
89999	0.07552056158334025	0.00025745708332674156	0.680110065579779	-0.03754356326013815	-0.00020421929973516272	5.463455860368462e-05	34.1	8.631667999699548	1000.0	32499.0	89999.0
92499	0.07537182917743929	0.00025435772439475607	0.6868164176740444	-0.03827316303476686	-0.00021938857511145208	5.82367734868512e-05	61.0	9.933044268198886	1000.0	32499.0	92499.0
94999	0.07535211287736893	0.0002538796168984996	0.6971848508013324	-0.038939550010860066	-0.00021752695768036576	5.724954201210722e-05	40.0	10.171797445099735	1000.0	32499.0	94999.0
97499	0.07537397847622634	0.00025773498270357576	0.7010086764211753	-0.039714409793913226	-0.00021964763697695264	5.72242838176571e-05	38.5	7.810052069213604	1000.0	32499.0	97499.0
99999	0.07533662563860413	0.0002555413645485476	0.7113516498131661	-0.04057184592112911	-0.00022529038411871617	5.841704537707518e-05	39.3	9.195779889489359	1000.0	32499.0	99999.0
