loss/actor_loss	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.0617236129790543	18.1	19.588767295409475	1000.0	2499.0
0.05303236937075844	30.5	21.244084675397197	1000.0	2499.0
0.05074937701523304	40.1	19.565882298581744	1000.0	2499.0
0.04977652254849667	33.2	15.406963159004144	1000.0	2499.0
0.04901415406614541	30.1	20.53610209142958	1000.0	2499.0
0.04849326938837761	33.8	19.16082919905317	1000.0	2499.0
0.04810076418668033	26.9	12.812276884915496	1000.0	2499.0
0.04767076231390242	27.7	20.696446510412187	1000.0	2499.0
0.04742233309000734	43.5	19.99309522583146	1000.0	2499.0
0.04717761007696393	36.5	21.34191151058914	1000.0	2499.0
0.0467473313629627	35.8	20.476077234466487	1000.0	2499.0
0.04657914815843102	29.4	16.040275127021527	1000.0	2499.0
0.0464414539352059	24.3	20.715968381465107	1000.0	2499.0
0.04630870956629509	32.5	16.536027099804166	1000.0	2499.0
0.0460835636034608	31.6	18.00293718191312	1000.0	2499.0
0.045969070225954034	33.1	16.047563709741166	1000.0	2499.0
0.045644783757626976	12.1	11.26172936760691	1000.0	42499.0
0.04576588980704545	18.2	12.982966291095824	1000.0	42499.0
0.045473436546325616	25.6	19.299973488580065	1000.0	42499.0
0.04529301654100431	24.6	20.34335117187545	1000.0	42499.0
0.045232425864040735	19.8	10.979735767372901	1000.0	42499.0
0.0451887209698558	38.5	18.930263623278766	1000.0	42499.0
0.045166693550348275	20.3	17.90300493016989	1000.0	42499.0
0.04506836006790399	27.9	13.802924896188264	1000.0	42499.0
0.04491506735086438	26.1	18.297722853792198	1000.0	42499.0
0.044825425158441026	16.3	13.134610323733725	1000.0	42499.0
0.044763111579418195	41.1	15.972290899361699	1000.0	42499.0
0.044444300632178885	23.4	17.810213058421528	1000.0	42499.0
0.044466910606622695	17.2	18.079105893440833	1000.0	42499.0
0.044428093807399295	22.3	21.754425571657574	1000.0	42499.0
0.04439789562821397	13.6	9.294525636943101	1000.0	42499.0
0.0441995035454631	19.8	14.825329065773357	1000.0	42499.0
0.04421918354630471	24.5	13.195894140310438	1000.0	42499.0
0.04419703974127772	14.5	10.731333976429262	1000.0	42499.0
0.044137517921626596	20.9	12.224844227676558	1000.0	42499.0
0.044009270751476245	34.3	15.112002873825062	1000.0	42499.0
0.04394450623095039	23.8	14.645425409986746	1000.0	42499.0
0.04390221976339816	38.4	19.13224479124518	1000.0	42499.0
0.04372704899907118	29.9	19.054984285055966	1000.0	42499.0
0.04385288146883252	44.1	19.03037613007426	1000.0	42499.0
