Steps	loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/actor_loss	loss/qc_penalty	loss/lagrangian	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
2499	0.10167745472192796	0.0020148316889641135	0.2547058064314006	0.10434704990685004	-1.835127049644636e-05	1.1408758272855542e-05	27.1	7.003069266849596	1000.0	2499.0	2499.0
4999	0.08714794313609617	0.00014740824990780254	0.2971115761841741	0.0947248622059822	-2.8698230319008628e-05	2.5673317714262152e-05	37.5	6.532027803301643	1000.0	2499.0	4999.0
7499	0.08393220624029646	9.467865740430283e-05	0.365336591315594	0.07862227896153927	-2.9606757461085927e-05	3.4428908346946254e-05	39.8	7.256741729801932	1000.0	2499.0	7499.0
9999	0.0826356472700835	8.756371625081354e-05	0.4314322274094153	0.06054421684741979	-2.8587572443819952e-05	3.921664261829958e-05	27.3	8.436521665534723	1000.0	2499.0	9999.0
12499	0.08132264565527428	9.760873989993042e-05	0.4934911689303921	0.04363859403654932	-2.8806041702662796e-05	4.249752625455873e-05	4.9	3.976555612531792	1000.0	12499.0	12499.0
14999	0.08089467167258262	0.00011482083314610576	0.5357837022101668	0.029334203254803994	-3.0226745242725866e-05	4.34548819515272e-05	31.7	9.55844633213912	1000.0	12499.0	14999.0
17499	0.08005421206057096	0.00013473923610772418	0.5728261231198711	0.017661949153616987	-3.6238100749624275e-05	4.819077560193825e-05	43.5	8.295443590611512	1000.0	12499.0	17499.0
19999	0.07978312048614039	0.0001548071712681977	0.6027776260195362	0.008010393832443495	-4.189926800168921e-05	4.972990172454457e-05	21.7	8.131323121537267	1000.0	12499.0	19999.0
22499	0.0797099904060363	0.00017109776723902504	0.6156614457653411	0.0001454336278573424	-4.6583890629978016e-05	4.8599904256008166e-05	41.3	5.556563050747749	1000.0	12499.0	22499.0
24999	0.0789083940088749	0.00018405475405616415	0.6259434780773262	-0.005970569891497139	-5.3195659054676645e-05	4.8593286023618175e-05	37.3	8.70568555871914	1000.0	12499.0	24999.0
27499	0.07868355881571787	0.00019843793222829202	0.6442917033350065	-0.010684862472978408	-6.0243368062242596e-05	4.871154082461542e-05	71.2	8.714668957045651	1000.0	12499.0	27499.0
29999	0.07849455518871554	0.00020274369423733095	0.6269817179740185	-0.014244197601638751	-6.796781170411651e-05	4.9061280234031676e-05	44.0	8.671308190240193	1000.0	12499.0	29999.0
32499	0.07803357783108945	0.00021049462676462553	0.6256521889229222	-0.01667989000547676	-7.630554176176933e-05	4.9535497384067614e-05	14.4	8.388729193889667	1000.0	12499.0	32499.0
34999	0.07769448985457415	0.0002175696417773602	0.6196805996079795	-0.01886329693607984	-8.069382703829414e-05	4.75372965555323e-05	48.2	9.789315381100408	1000.0	12499.0	34999.0
37499	0.07789219431728123	0.00021985644461307223	0.6291985968984012	-0.02044861900359392	-8.917035882966206e-05	4.809235777866413e-05	48.0	11.151895582188002	1000.0	12499.0	37499.0
39999	0.0775954164043069	0.00022989265744870956	0.6034828607302067	-0.021503532328456625	-9.564977831484242e-05	4.711944807953959e-05	57.9	11.179148100629911	1000.0	12499.0	39999.0
42499	0.07716199262738228	0.00022988100220506608	0.6022573869034545	-0.02260470430180431	-0.00010623648196255143	4.857546719885301e-05	86.6	9.803699423435917	1000.0	12499.0	42499.0
44999	0.0774557570159435	0.00023466250803329565	0.586599167016011	-0.02339498637914661	-0.00010784345640409182	4.575245844989848e-05	41.9	6.04339716995371	1000.0	12499.0	44999.0
47499	0.07708559052050115	0.00023792633185753086	0.5878744518659845	-0.024389909010007996	-0.00011108141568574845	4.41763162790295e-05	66.1	9.883311026577367	1000.0	12499.0	47499.0
49999	0.07703339457213877	0.00023407912446786816	0.582929865430154	-0.025022122177109102	-0.00012478721548490144	4.6640565206236984e-05	45.1	9.358898403672661	1000.0	12499.0	49999.0
52499	0.07682664216309797	0.0002394752646869994	0.5813914445331368	-0.025928691505640755	-0.00013086352853965147	4.6418825121553184e-05	54.4	10.011900620241535	1000.0	12499.0	52499.0
54999	0.07652699932456013	0.0002463707427091366	0.5893171617360516	-0.026379726009070844	-0.0001377513363496861	4.675259596958245e-05	54.5	11.036017572988133	1000.0	12499.0	54999.0
57499	0.07660630434900523	0.00024710656501900877	0.5946083330283436	-0.026739242879301302	-0.00014374360489578366	4.696155635816341e-05	48.2	10.542571153913098	1000.0	12499.0	57499.0
59999	0.07647646540105339	0.0002452252416500119	0.5964572610161317	-0.026979984830319857	-0.00015354093580633094	4.835212504813881e-05	29.8	11.833943559237051	1000.0	12499.0	59999.0
62499	0.07628067609071734	0.00024957276007215944	0.6006273997923331	-0.02726736516878012	-0.00015638909210238098	4.7722603042564094e-05	46.4	11.867650199656193	1000.0	12499.0	62499.0
64999	0.07633935433179154	0.0002487366767138453	0.6094904919256329	-0.027502412777394077	-0.0001642083057000015	4.8787800104932746e-05	30.7	6.229571108011662	1000.0	12499.0	64999.0
67499	0.07598916569054132	0.0002465841903594829	0.6095063535522517	-0.02794230382293465	-0.0001674555119797786	4.8485759480616466e-05	103.2	10.837810712204403	1000.0	12499.0	67499.0
69999	0.07644061745256167	0.00025207099823968993	0.6176196284214466	-0.028191454057395447	-0.00017338523285964953	4.912466923779059e-05	28.3	7.085947652984175	1000.0	12499.0	69999.0
72499	0.07605528101474052	0.00025129489933936605	0.6214990599537177	-0.02858145767897368	-0.00018307678751643266	5.077462686501662e-05	18.3	6.413092666389769	1000.0	12499.0	72499.0
74999	0.07581929727047684	0.00025286504145953954	0.628155924222158	-0.028938333286345017	-0.00018250021434142795	4.960463523962055e-05	30.4	6.446269737604515	1000.0	12499.0	74999.0
77499	0.0758552379041912	0.00024803364563843664	0.6348601798000878	-0.029333689019083977	-0.00018989818551950737	5.065144950116298e-05	21.4	7.017228949972359	1000.0	12499.0	77499.0
79999	0.07581548958122723	0.00025114206382880806	0.6321960781940588	-0.029882240962237138	-0.00019776513847238688	5.1887194717731386e-05	36.6	10.931519331902487	1000.0	12499.0	79999.0
82499	0.07560798242837198	0.0002537081611930203	0.6426170719822748	-0.03050184990167616	-0.00019956044347952529	5.166943980356125e-05	46.3	10.847151195299988	1000.0	12499.0	82499.0
84999	0.07541051298677912	0.00025250682244807264	0.6518002216421344	-0.031056947081536033	-0.00020722611374910142	5.304581251001685e-05	40.9	5.738164426897196	1000.0	12499.0	84999.0
87499	0.07545450851917264	0.00025470446895921377	0.6570230704544661	-0.0317383956462146	-0.00021656069010218753	5.494509023978934e-05	32.1	10.323106159181025	1000.0	12499.0	87499.0
89999	0.07558541352301834	0.0002561136293184516	0.6823607901336116	-0.03219823760092253	-0.00021010274290720184	5.261688372127087e-05	54.8	6.228725886989415	1000.0	12499.0	89999.0
92499	0.07535544133186335	0.00025530470733541434	0.6782759736498735	-0.032836848931759616	-0.0002277606358680943	5.647958462242864e-05	37.1	7.260439170431978	1000.0	12499.0	92499.0
94999	0.07556526279747479	0.000252431887070393	0.679192988297556	-0.033413277865201256	-0.00022836812794239442	5.6158981419969205e-05	20.4	5.920840278052184	1000.0	12499.0	94999.0
97499	0.07516583941876875	0.00025378617703118673	0.693448402394916	-0.034179741622507545	-0.00023600065448050575	5.737763256582015e-05	35.6	8.284562836056613	1000.0	12499.0	97499.0
99999	0.07517360160946862	0.0002557019860396486	0.6989090643534158	-0.034654632867127715	-0.00024198800890867453	5.815226037116893e-05	38.0	8.870388594177944	1000.0	12499.0	99999.0
