loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/actor_loss	loss/qc_penalty	loss/lagrangian	eval/Cost	eval/Reward	eval/Length	train/best_idx
0.11374483129978179	0.021908441279852822	0.41890796830583976	-1.0770674502880304	0.002202559306633459	0.009460200109382795	90.3	493.3332274884985	312.5	2499.0
0.08504309073090545	0.0870016566033726	0.9639922649015056	-2.1782828991413155	0.7374455310665075	1.603178234577179	50.0	413.38124736138906	227.9	4999.0
0.07755564138889312	0.1426890506313976	1.4416289445341264	-3.19104844827652	1.1849260894447573	4.657980077075958	38.0	620.8904928314132	411.4	7499.0
0.07365026936978099	0.22637360422809974	2.0165240980734667	-7.268693749809265	-1.69095372980684	4.137329525327688	39.7	338.9737598416258	215.0	7499.0
0.07070867654085132	0.2905514779786048	2.695539769664031	-6.8393253791809	-0.18745637007938576	0.17355652979967975	90.1	362.01702068067505	125.8	7499.0
0.0688136277690528	0.38647478996365153	3.667418419401512	-7.6791577421188375	0.009283651583768572	0.018745064869502562	324.0	1094.0942878490973	630.9	7499.0
0.06716394420415177	0.4660986634578364	4.5167034890782976	-8.577896222496022	0.013561815923595193	0.028833540263935087	102.0	289.05868873232447	159.4	7499.0
0.0661791328713297	0.5853606669517233	5.172415760035852	-9.358698016738906	0.010174961158715638	0.016743806651312712	522.5	1306.2381008214645	740.5	7499.0
0.06525355291962619	0.6712030710840596	5.860944469211859	-9.993402336120603	0.005688165934764854	0.009289356058943769	377.4	1502.895418802898	862.9	7499.0
0.06451870211362824	0.7449306473759038	6.284739320333453	-10.488044598388683	0.0013753222295306386	0.0031369578560873383	170.2	710.8472747708647	374.3	7499.0
0.06356644496321691	0.7845158078287	6.684052602832633	-10.905814324569665	0.00012201812713669814	0.0011353492913402526	94.5	612.6278182645349	305.0	7499.0
0.06326840599179276	0.8459754190264167	7.156898344385451	-11.248180455017094	-0.000447669017273983	0.0004289560775744119	149.1	688.323015685273	298.0	7499.0
0.06260078479647607	0.9101645071247935	7.419626147307807	-11.51742042121885	-0.0007045566111720288	0.00038251572855376695	341.9	1524.7807111995155	867.9	7499.0
0.06207953245192772	0.8985652530626077	7.496745983830676	-11.754843666076649	-0.0009946040852903037	0.00038110638547295746	252.2	1359.2975470933302	764.2	7499.0
0.06162873944491151	0.9327292490327468	7.740760771165312	-11.94037940101624	-0.001300130181171563	0.0003814250768160713	163.0	785.997607178281	268.3	7499.0
0.06125412144213915	0.9689156697476938	7.782199637629791	-12.080694323349025	-0.0016160430050251315	0.00039403098474476833	120.0	550.4089730270929	227.6	7499.0
0.06102189758270982	1.0001809445060492	8.05713799334682	-12.201293448638928	-0.0018178094799298375	0.0003802056114656751	78.7	292.412489652335	109.5	7499.0
0.06064162197262048	0.9911529958150287	8.074981516382072	-12.282004211044308	-0.00215993234080279	0.0003999541436892686	99.1	491.04598299158664	247.0	7499.0
0.060465793637931364	0.9996311772853262	8.057780990576449	-12.336739411544789	-0.002366322486340141	0.00039269102716125423	204.5	1023.1498729749569	558.8	7499.0
0.060226725070178504	0.9986309192861098	8.129411886961488	-12.398177410125752	-0.0025572676287711573	0.00039209941104202244	136.1	895.8422796223343	486.0	7499.0
0.059839462536573386	0.9516267138243721	8.336107542635135	-12.449122344970732	-0.0028405768109710187	0.00040023991209974316	177.6	1263.3097798936803	725.1	7499.0
0.05955106065124273	0.9771506575319301	8.24507791073895	-12.49684246139526	-0.003011532401346269	0.00039697102403449643	161.4	1305.3688551512043	762.9	7499.0
0.0595505724966527	0.9886970274730139	8.147338763994124	-12.53167017898559	-0.0031258614695611714	0.0003916544567180204	352.7	1367.36729090658	783.7	7499.0
