Steps	loss/chi_loss	loss/tau_loss	loss/D_kl	loss/Df	loss/td_error	loss/nu_loss	loss/lmbda_loss	loss/actor_loss	loss/tau	loss/lmbda	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
2499	0.007287227455091531	0.0117816052466631	0.00037439458722222853	0.05053223039661087	0.10566838107555873	-0.030591640155608068	2.441593442058561	0.7056933997156423	1.224202732610704	1.2248277594089523	46.0	4.607311223190336	1000.0	2499.0	2499.0
4999	0.00971111136012539	0.009994446695968521	0.0005630721332667488	0.04496610403764685	0.07925703628224294	-0.030124490674230904	2.1074104286193824	0.35093133242334695	1.0585248390436175	1.0587032892942414	10.9	1.5245291139558343	1000.0	4999.0	4999.0
7499	0.01365126286779448	0.00797057846188545	0.0012595911239905763	0.040384503713651904	0.05998908394255004	-0.029564143705354408	1.8033197681903836	0.27722735002183563	0.9105413709402091	0.907757794642448	15.8	2.9534183142307504	1000.0	4999.0	7499.0
9999	0.019099191827433065	0.0055539209193550074	0.002928997676285792	0.03582329451053112	0.04563981795574281	-0.02838439687134536	1.5288492373466511	0.24417866406157354	0.7820540794372547	0.7717330168724061	23.9	-4.460421781943442	1000.0	4999.0	9999.0
12499	0.027249025447399794	0.00237506906762658	0.006567506281109809	0.030635759589627765	0.03419174467592245	-0.026374628547665355	1.283756402969359	0.22734361920818336	0.6832126095771806	0.6507011500596999	20.5	1.925360348355179	1000.0	4999.0	12499.0
14999	0.03675595663979084	-0.0006681426011599347	0.010986325702270113	0.026091035434091858	0.026043765458482537	-0.024694941351086266	1.0688908089160905	0.21468674566024368	0.6641288395881666	0.5444225078940386	24.2	7.281973700030565	1000.0	4999.0	14999.0
17499	0.04523510247104951	-0.0017805036940340968	0.012343013834803948	0.022098042120695785	0.0203881399772051	-0.022913573051785357	0.8840749006748199	0.20177642183100322	0.7582185184717178	0.4522580312609675	58.8	6.090043440425967	1000.0	4999.0	17499.0
19999	0.05321168374563632	-0.0023235623576892293	0.012642499768069406	0.018466380722007906	0.01581781642902463	-0.02064460423279238	0.726688610315324	0.1958384298368005	0.8786929821968062	0.3732752695918084	34.6	9.204897132989064	1000.0	4999.0	19999.0
22499	0.06062791305693896	-0.002706933345307716	0.012703893807348567	0.01616341729088229	0.01324994871002003	-0.019336338761588807	0.5941095464706417	0.18984322890935118	1.0013489835262293	0.30634454358816104	22.9	7.737582049778468	1000.0	4999.0	22499.0
24999	0.0672571697968728	-0.0027869071991885037	0.012480225507273767	0.01527743266132492	0.012823329782121055	-0.01807377050668022	0.48351681011915143	0.1826201502863263	1.1249590666294083	0.2501791142284873	19.1	3.105022379784613	1000.0	4999.0	24999.0
27499	0.07306774448268658	-0.002608837404888254	0.01209675938654971	0.015051677606586697	0.013010308966603292	-0.017066633890590908	0.3920121057629583	0.1756052847228371	1.2472413588047027	0.20344898574948314	29.0	3.8847547649669276	1000.0	4999.0	27499.0
