Steps	loss/loss_vae	loss/critic_loss	loss/cost_critic_loss	loss/alpha_value	loss/actor_loss	eval/Cost	eval/Reward	eval/Length	train/best_idx	update/env_step
77499	0.07568724045604466	0.00014334723842741935	583.8822618309562	148.4131622314453	-0.08032376486957062	296.1	22.86474884019287	1000.0	2499.0	77499.0
79999	0.07554173963516946	0.00014708817214834872	595.9993692567193	148.4131622314453	-0.08554210073351866	287.4	20.495473471859817	1000.0	2499.0	79999.0
82499	0.07553662383109337	0.00014580979328288098	619.0059975249876	148.4131622314453	-0.09008118697702895	217.5	20.634318203037488	1000.0	2499.0	82499.0
84999	0.07548499699980013	0.00014919698276704901	652.1520090618873	148.4131622314453	-0.09202777964770802	232.2	21.12000927979969	1000.0	2499.0	84999.0
87499	0.07551772015243763	0.00014186360384949313	669.1670063715551	148.4131622314453	-0.09216322150230438	175.5	17.61726348528612	1000.0	2499.0	87499.0
89999	0.07546106587648391	0.00014427661046939675	662.8188914991895	148.4131622314453	-0.09178798860907553	176.2	20.555418087026627	1000.0	2499.0	89999.0
92499	0.07542767866700899	0.00014564945457584284	680.0014116613148	148.4131622314453	-0.09144536715745953	211.5	20.250440129302206	1000.0	2499.0	92499.0
94999	0.07538689530044797	0.00015023535783347162	698.1576545812533	148.4131622314453	-0.0907771447449922	175.1	17.67386436792544	1000.0	2499.0	94999.0
97499	0.07530494531542069	0.0001519575688746562	685.3779356915483	148.4131622314453	-0.08967398794889467	164.7	20.02375901623677	1000.0	2499.0	97499.0
99999	0.07528819629400942	0.00015175952116237642	693.2412811578316	148.4131622314453	-0.08836703048050402	91.9	22.08933404379432	1000.0	2499.0	99999.0
